ID,pcons,proq3,M,N,Meff,ppv,TPR,FPR,tm,fdr
PF00035.23,0.604,0.763397,25428,66,1399.30185772058,0.612121212121,0.612121212121,0.387878787879,0.5801,0.02439024
PF00038.18,0.086,0.348369,,315,97846.96978719324,,,,,0.5958759
PF00041.18,0.35,0.54252,40836,79,3312.38139017153,0.606060606061,0.606060606061,0.393939393939,0.5811,0.07290533
PF00042.19,0.377,0.464053,13650,107,517.219112407839,0.391791044776,0.391791044776,0.608208955224,0.5706,0.1968553
PF00043.22,0.548,0.577198,65484,99,1857.3230587443,0.504032258065,0.504032258065,0.495967741935,0.618,0.08780037
PF00044.21,0.275,0.485591,23193,146,837.773727643935,0.545205479452,0.545205479452,0.454794520548,0.568,0.1792702
PF00046.26,0.667,0.638175,52859,54,2127.33361762944,0.488888888889,0.488888888889,0.511111111111,0.6288,0.06353591
PF00047.22,0.422,0.540477,63876,68,6263.32861670596,0.617647058824,0.617647058824,0.382352941176,0.6189,0.06434316
PF00048.17,0.415,0.524319,3663,60,300.905698693549,0.52,0.52,0.48,0.4411,0.1366623
PF00049.15,0.187,0.450397,1842,80,241.073006441558,0.38,0.38,0.62,0.2344,0.485112
PF00050.18,0.299,0.470434,,58,1331.2500376782436,,,,,0.1740302
PF00051.15,0.235,0.614901,3224,78,620.599293261925,0.553846153846,0.553846153846,0.446153846154,0.428,0.1005632
PF00052.15,0.181,0.391383,2885,137,217.98783600568,0.437317784257,0.437317784257,0.562682215743,0.4662,0.4624069
PF00053.21,0.227,0.517851,,52,1056.166741886379,,,,,0.1167031
PF00054.20,0.304,0.454266,19287,123,1093.44460863413,0.597402597403,0.597402597403,0.402597402597,0.5589,0.1332891
PF00055.14,0.158,0.164378,3512,221,146.379494963167,0.405063291139,0.405063291139,0.594936708861,0.2951,0.4438316
PF00056.20,0.459,0.552097,65499,138,404.718475203049,0.515942028986,0.515942028986,0.484057971014,0.6489,0.1105183
PF00059.18,0.546,0.615543,21280,101,3332.7892512453,0.592885375494,0.592885375494,0.407114624506,0.6601,0.05966587
PF00060.23,0.095,0.334109,8897,272,688.893793811849,0.307352941176,0.307352941176,0.692647058824,0.1914,0.6055941
PF00061.20,0.251,0.485839,6209,134,315.170356152912,0.501492537313,0.501492537313,0.498507462687,0.4568,0.2366541
PF00062.17,0.21,0.513127,5903,119,391.225645492466,0.348993288591,0.348993288591,0.651006711409,0.3248,0.3874232
PF00064.15,0.049,0.0715297,19891,466,22.4417678478875,0.403433476395,0.403433476395,0.596566523605,0.1949,0.5680219
PF00068.16,0.158,0.620187,3217,106,297.554935532904,0.343396226415,0.343396226415,0.656603773585,0.2425,0.1920591
PF00069.22,0.566,0.61185,65524,246,4823.85470192339,0.6,0.6,0.4,0.8409,0.05397727
PF00070.24,0.655,0.58497,65292,66,1681.7422262962,0.593939393939,0.593939393939,0.406060606061,0.6553,0.05341246
PF00071.19,0.608,0.736264,65267,159,1807.61417935962,0.585427135678,0.585427135678,0.414572864322,0.8347,0.04424779
PF00072.21,0.733,0.682371,64500,107,8098.312237455,0.64552238806,0.64552238806,0.35447761194,0.706,0.04347826
PF00073.17,0.094,0.18394,13070,210,153.658767192216,0.4,0.4,0.6,0.2246,0.524612
PF00074.17,0.209,0.57511,1413,119,191.916381406545,0.402684563758,0.402684563758,0.597315436242,0.3063,0.2829655
PF00075.21,0.622,0.686656,38949,136,3604.2277171704,0.617647058824,0.617647058824,0.382352941176,0.7426,0.05494505
PF00076.19,0.618,0,136710,66,5794.0225683803,0.557575757576,0.557575757576,0.442424242424,0.3208,0.1106195
PF00077.17,0.336,0.467985,44422,92,4508.52353117696,0.55652173913,0.55652173913,0.44347826087,0.601,0.1574074
PF00078.24,0.203,0.346811,38822,211,2483.66574602942,0.445075757576,0.445075757576,0.554924242424,0.4465,0.4193959
PF00080.17,0.318,0.658285,9356,138,722.977606537447,0.568115942029,0.568115942029,0.431884057971,0.6146,0.06733167
PF00081.19,0.362,0.437863,7103,81,1040.17948432923,0.369458128079,0.369458128079,0.630541871921,0.4198,0.2127781
PF00082.19,0.569,0.659552,42832,253,2624.161180243,0.633491311216,0.633491311216,0.366508688784,0.7519,0.0530303
PF00084.17,0.307,0.668374,,58,7394.600125011127,,,,,0.06547619
PF00085.17,0.535,0.63878,65512,96,2419.94330134791,0.629166666667,0.629166666667,0.370833333333,0.6908,0.04784689
PF00086.15,0.243,0.605096,4868,63,381.74375683517,0.398734177215,0.398734177215,0.601265822785,0.3117,0.2177914
PF00087.18,0.262,0.266668,4559,55,985.955870775652,0.586956521739,0.586956521739,0.413043478261,0.2819,0.1875
PF00089.23,0.407,0.607606,49930,220,3519.74890665178,0.650909090909,0.650909090909,0.349090909091,0.7083,0.05444126
PF00091.22,0.448,0.710732,21697,161,585.120298408316,0.595533498759,0.595533498759,0.404466501241,0.7649,0.04444444
PF00092.25,0.353,0.559206,65273,162,3280.84751396329,0.575308641975,0.575308641975,0.424691358025,0.6102,0.08809747
PF00093.15,0.196,0.229766,383,54,86.472569341713,0.474074074074,0.474074074074,0.525925925926,0.1665,0.3
PF00094.22,0.265,0.518577,,147,1367.8073810737733,,,,,0.1236897
PF00423.16,0.041,0.118707,2508,483,53.2778478546459,0.422185430464,0.422185430464,0.577814569536,NA,0.5513713
